Name,link,summary
The Patriot,/title/tt0187393/,Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.
The Transporter,/title/tt0293662/,"Frank Martin, who ""transports"" packages for unknown clients, is asked to move a package that soon begins moving, and complications arise.Frank Martin, who ""transports"" packages for unknown clients, is asked to move a package that soon begins moving, and complications arise.Frank Martin, who ""transports"" packages for unknown clients, is asked to move a package that soon begins moving, and complications arise."
Bad Boys,/title/tt0112442/,Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.
Green Street Hooligans,/title/tt0385002/,"A wrongfully expelled Harvard undergrad moves to London, where he is introduced to the violent underworld of football hooliganism.A wrongfully expelled Harvard undergrad moves to London, where he is introduced to the violent underworld of football hooliganism.A wrongfully expelled Harvard undergrad moves to London, where he is introduced to the violent underworld of football hooliganism."
The Mist,/title/tt0884328/,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives."
Friday the 13th,/title/tt0758746/,A group of young adults visit a boarded up campsite named Crystal Lake where they soon encounter the mysterious Jason Voorhees and his deadly intentions.A group of young adults visit a boarded up campsite named Crystal Lake where they soon encounter the mysterious Jason Voorhees and his deadly intentions.A group of young adults visit a boarded up campsite named Crystal Lake where they soon encounter the mysterious Jason Voorhees and his deadly intentions.
The Godfather Part III,/title/tt0099674/,"Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire.Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire.Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire."
Toy Story 2,/title/tt0120363/,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and ... Read allWhen Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye."
King Arthur,/title/tt0349683/,A demystified take on the tale of King Arthur and the Knights of the Round Table.A demystified take on the tale of King Arthur and the Knights of the Round Table.A demystified take on the tale of King Arthur and the Knights of the Round Table.
Insomnia,/title/tt0278504/,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.
Crank,/title/tt0479884/,Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.
